filename,label
e0303.png,0
e0304.png,0
e0305.png,1
e0306.png,1
e0307.png,0
e0308.png,1
e0309.png,1
e0310.png,0
e0311.png,1
e0312.png,1
e0313.png,1
e0314.png,0
e0315.png,0
e0316.png,1
e0317.png,1
e0318.png,0
e0319.png,0
e0320.png,1
e0321.png,0
e0322.png,0
e0323.png,0
e0324.png,0
e0325.png,0
e0326.png,0
e0327.png,1
e0328.png,1
e0329.png,1
e0330.png,0
e0331.png,0
e0332.png,1
e0333.png,0
e0334.png,1
e0335.png,1
e0336.png,1
e0337.png,1
e0338.png,0
e0339.png,0
e0340.png,1
e0341.png,1
e0342.png,0
e0343.png,0
e0344.png,0
e0345.png,0
e0346.png,1
e0347.png,0
e0348.png,1
e0349.png,1
e0350.png,1
e0351.png,0
e0352.png,1
e0353.png,0
e0354.png,1
e0355.png,1
e0356.png,0
e0357.png,1
e0358.png,1
e0359.png,1
e0360.png,0
e0361.png,1
e0362.png,1
e0363.png,0
e0364.png,1
e0365.png,1
e0366.png,1
